Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ
2,0.2488227,1.077433,0.5160608,0.3111836,0.1263259,pinch,4,-1,0.05446643,1.146057,0.08021116,-0.08743817,0.117966,0.01249194
2,0.2485625,1.077527,0.516037,-5.622404,0.01387782,pinch,4,-1,0.05206051,1.146906,0.08042049,-0.09094323,0.1091511,0.01258713
2,0.2489343,1.077151,0.5173492,2.842754,0.0707329,pinch,4,-1,0.04690976,1.148615,0.08075619,-0.09924093,0.08586841,0.0117985
2,0.2490314,1.07658,0.5188136,0.3999118,0.07873113,pinch,4,-1,0.04423869,1.149412,0.08085966,-0.1031903,0.07417648,0.01171793
2,0.2492025,1.076428,0.5197034,-1.639612,0.04593889,pinch,4,-1,0.04111073,1.150418,0.08077431,-0.1069496,0.06154789,0.01114022
2,0.2492226,1.07603,0.5201874,-0.7300958,0.03133698,pinch,4,-1,0.03538185,1.151441,0.08046246,-0.1131233,0.03754506,0.01035528
2,0.2492025,1.07602,0.5203285,-1.209454,0.007147904,pinch,4,-1,0.03228056,1.152099,0.08016491,-0.1152315,0.02455962,0.01014584
2,0.2491686,1.076153,0.520206,0.1029226,0.009206357,pinch,4,-1,0.02904106,1.15292,0.0798068,-0.1172387,0.01213047,0.009959487
2,0.2491017,1.076064,0.5206122,0.5927565,0.02106149,pinch,4,-1,0.02272694,1.154144,0.07915258,-0.1217673,-0.01143364,0.01000814
2,0.2479213,1.075933,0.5206442,1.917216,0.0594058,pinch,4,-1,0.01683298,1.154582,0.07828856,-0.1234091,-0.03273685,0.01186688
2,0.2436678,1.078486,0.5201335,9.497016,0.2493461,pinch,4,-1,0.01398607,1.154609,0.07775927,-0.1228139,-0.0417585,0.01271785
2,0.2404793,1.078675,0.5205984,-4.397876,0.1613886,pinch,4,-1,0.008752313,1.154491,0.07695341,-0.1210151,-0.05668395,0.01407764
2,0.2273918,1.07985,0.523005,25.32734,0.6679355,pinch,4,-1,0.006006717,1.154614,0.07657576,-0.1201615,-0.06392003,0.01521394
2,0.2203131,1.082305,0.523397,-14.64051,0.3751253,pinch,4,-1,0.003380816,1.15479,0.07622576,-0.1197354,-0.07133473,0.01629356
2,0.2046203,1.085319,0.5159445,25.32388,0.8816029,pinch,3,-1,0.00088156,1.154824,0.07580948,-0.1192876,-0.07795807,0.01691423
2,0.1908916,1.09058,0.5118628,-5.935034,0.7629023,pinch,3,-1,-0.004058037,1.155054,0.07489681,-0.1171614,-0.08889114,0.01750804
2,0.1523535,1.098996,0.5049543,61.97163,2.002335,pinch,3,-1,-0.009014308,1.155029,0.07393599,-0.1152031,-0.09850625,0.01794644
2,0.1228783,1.112967,0.5035548,-18.49433,1.632448,pinch,3,-1,-0.01135439,1.154903,0.07336283,-0.1135564,-0.1023558,0.01782177
2,0.1086973,1.121176,0.5023336,-40.54567,0.8215351,pinch,3,-1,-0.01325933,1.15492,0.07281446,-0.1116954,-0.1046884,0.01764604
2,0.09064046,1.122861,0.503366,4.334826,0.9082316,pinch,3,-1,-0.01772108,1.155127,0.07181597,-0.1089964,-0.110404,0.018622
2,0.06200092,1.129176,0.4995809,28.51549,1.478541,pinch,3,-1,-0.02215652,1.155444,0.07081795,-0.1076162,-0.1145766,0.01930615
2,0.04003979,1.131828,0.5024176,-18.17244,1.115093,pinch,3,-1,-0.0242179,1.155641,0.07030392,-0.1071563,-0.1161511,0.01958051
2,0.02724699,1.133937,0.5024443,-23.34076,0.6482774,pinch,3,-1,-0.02619633,1.155866,0.06993151,-0.1072252,-0.1161938,0.01946087
