Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
1486,9,59.38,FastTapIn,0.12,0.1458445,-7.12854, ,0
1487,9,59.4,FastTapIn,0.14,0.1564748,0.5315163, ,0
1488,9,59.42,FastTapIn,0.16,0.05786572,-4.930456, ,0
1489,9,59.44,FastTapIn,0.18,0.1173893,2.976177, ,0
1490,9,59.46,FastTapIn,0.2,0.02505733,-4.616596, ,0
1666,10,64.4,FastTapIn,0.0,0.460396,9.87594, ,0
1667,10,64.42,FastTapIn,0.02,0.1870531,-13.66715, ,0
1668,10,64.43999,FastTapIn,0.04,0.1640254,-1.151387, ,0
1669,10,64.46,FastTapIn,0.06,0.1117484,-2.613849, ,0
1670,10,64.48,FastTapIn,0.08,0.2964807,9.236615, ,0
1671,10,64.5,FastTapIn,0.09999999,0.1353196,-8.058055, ,0
1672,10,64.52,FastTapIn,0.12,0.0521371,-4.159124, ,0
1673,10,64.54,FastTapIn,0.14,0.1931753,7.051912, ,0
1674,10,64.56,FastTapIn,0.16,0.07925124,-5.696206, ,0
1675,10,64.58,FastTapIn,0.18,0.2152462,6.799748, ,0
1676,10,64.6,FastTapIn,0.2,0.07314078,-7.105271, ,0
1950,13,11.06,FastTapIn,0.0,0.4193219,6.321181, ,0
1951,13,11.08,FastTapIn,0.02,0.1762138,-12.1554, ,0
2124,14,16.56,FastTapIn,0.0,0.6982851,19.49551, ,0
2125,14,16.58,FastTapIn,0.02,0.1951101,-25.15875, ,0
2126,14,16.6,FastTapIn,0.04,0.6257471,21.53185, ,0
2127,14,16.62,FastTapIn,0.06,0.3441707,-14.07882, ,0
2128,14,16.64,FastTapIn,0.08,0.2311226,-5.652401, ,0
2129,14,16.66,FastTapIn,0.09999999,0.4604147,11.46461, ,0
2130,14,16.68,FastTapIn,0.12,0.0738626,-19.32761, ,0
2131,14,16.7,FastTapIn,0.14,0.03176577,-2.104842, ,0
2132,14,16.72,FastTapIn,0.16,0.06378943,1.601183, ,0
2133,14,16.74,FastTapIn,0.18,0.164415,5.03128, ,0
2134,14,16.76,FastTapIn,0.2,0.08734342,-3.853581, ,0
2298,15,23.44,FastTapIn,0.0,0.6059156,12.41644, ,0
2299,15,23.46,FastTapIn,0.02,0.3195884,-14.31636, ,0
2300,15,23.48,FastTapIn,0.04,0.4814172,8.091439, ,0
2301,15,23.5,FastTapIn,0.06,0.290868,-9.52746, ,0
2302,15,23.52,FastTapIn,0.08,0.2511517,-1.985815, ,0
2303,15,23.54,FastTapIn,0.09999999,0.1498931,-5.062931, ,0
2304,15,23.56,FastTapIn,0.12,0.1214141,-1.423947, ,0
2305,15,23.58,FastTapIn,0.14,0.206152,4.236892, ,0
2306,15,23.6,FastTapIn,0.16,0.02247665,-9.183765, ,0
2469,16,28.96,FastTapIn,0.0,0.3159367,-2.485338, ,0
2470,16,28.98,FastTapIn,0.02,0.507966,9.60147, ,0
2471,16,29.0,FastTapIn,0.04,0.2233938,-14.22861, ,0
2472,16,29.02,FastTapIn,0.06,0.2902197,3.341293, ,0
2473,16,29.04,FastTapIn,0.08,0.2657446,-1.223753, ,0
2474,16,29.06,FastTapIn,0.09999999,0.6004527,16.7354, ,0
2475,16,29.08,FastTapIn,0.12,0.202309,-19.90718, ,0
2476,16,29.1,FastTapIn,0.14,0.1849194,-0.8694806, ,0
2477,16,29.12,FastTapIn,0.16,0.04452464,-7.019736, ,0
2478,16,29.14,FastTapIn,0.18,0.0168662,-1.382922, ,0
2479,16,29.16,FastTapIn,0.2,0.1110434,4.708861, ,0
2480,16,29.18,FastTapIn,0.22,0.02837991,-4.133176, ,0
2481,16,29.2,FastTapIn,0.24,0.1701899,7.090499, ,0
2482,16,29.22,FastTapIn,0.26,0.05407612,-5.805688, ,0
2483,16,29.24,FastTapIn,0.28,0.04334717,-0.5364476, ,0
2484,16,29.26,FastTapIn,0.3,0.310705,13.36789, ,0
2485,16,29.28,FastTapIn,0.32,0.1181843,-9.626036, ,0
2486,16,29.3,FastTapIn,0.34,0.2594598,7.063775, ,0
2487,16,29.32,FastTapIn,0.36,0.02268972,-11.83851, ,0
2641,17,34.52,FastTapIn,0.0,0.4269822,5.240031, ,0
2642,17,34.54,FastTapIn,0.02,0.1481455,-13.94184, ,0
2643,17,34.56,FastTapIn,0.04,0.4352275,14.3541, ,0
2644,17,34.58,FastTapIn,0.06,0.2246545,-10.52865, ,0
2645,17,34.6,FastTapIn,0.08,0.2132851,-0.5684711, ,0
2646,17,34.62,FastTapIn,0.09999999,0.2002065,-0.6539293, ,0
2647,17,34.64,FastTapIn,0.12,0.07275125,-6.372764, ,0
2648,17,34.66,FastTapIn,0.14,0.1892348,5.824179, ,0
2649,17,34.68,FastTapIn,0.16,0.05552916,-6.685283, ,0
2650,17,34.7,FastTapIn,0.18,0.142503,4.348691, ,0
2651,17,34.72,FastTapIn,0.2,0.03465482,-5.392409, ,0
2816,18,39.54,FastTapIn,0.0,0.2745786,-11.33008, ,0
2817,18,39.56,FastTapIn,0.02,0.4603764,9.289889, ,0
2818,18,39.58,FastTapIn,0.04,0.1885356,-13.59204, ,0
2819,18,39.6,FastTapIn,0.06,0.3327452,7.210481, ,0
2820,18,39.62,FastTapIn,0.08,0.1941189,-6.931314, ,0
2821,18,39.64,FastTapIn,0.09999999,0.190896,-0.1611456, ,0
2822,18,39.66,FastTapIn,0.12,0.3349577,7.203087, ,0
2823,18,39.68,FastTapIn,0.14,0.1295982,-10.26798, ,0
2824,18,39.7,FastTapIn,0.16,0.3157873,9.309459, ,0
2825,18,39.72,FastTapIn,0.18,0.07034394,-12.27217, ,0
2826,18,39.74,FastTapIn,0.2,0.1687012,4.917862, ,0
2827,18,39.76,FastTapIn,0.22,0.02929914,-6.970103, ,0
2991,19,45.12,FastTapIn,0.0,0.3369504,-18.40124, ,0
2992,19,45.14,FastTapIn,0.02,0.2542586,-4.134588, ,0
2993,19,45.16,FastTapIn,0.04,0.4175676,8.165449, ,0
2994,19,45.18,FastTapIn,0.06,0.2802099,-6.867886, ,0
2995,19,45.2,FastTapIn,0.08,0.3156673,1.772873, ,0
2996,19,45.22,FastTapIn,0.09999999,0.06332048,-12.61734, ,0
3167,20,49.86,FastTapIn,0.0,0.5420732,10.4838, ,0
3168,20,49.88,FastTapIn,0.02,0.1914882,-17.52925, ,0
3169,20,49.9,FastTapIn,0.04,0.2462549,2.738337, ,0
3170,20,49.92,FastTapIn,0.06,0.4748275,11.42863, ,0
3171,20,49.94,FastTapIn,0.08,0.1119905,-18.14185, ,0
3172,20,49.96,FastTapIn,0.09999999,0.2017327,4.487107, ,0
3173,20,49.98,FastTapIn,0.12,0.1280568,-3.683795, ,0
3174,20,50.0,FastTapIn,0.14,0.1047104,-1.167317, ,0
3175,20,50.02,FastTapIn,0.16,0.03496734,-3.487155, ,0
3343,21,54.62,FastTapIn,0.0,0.3030484,0.03028512, ,0
3344,21,54.64,FastTapIn,0.02,0.4364679,6.670974, ,0
3345,21,54.66,FastTapIn,0.04,0.2073213,-11.45733, ,0
3346,21,54.68,FastTapIn,0.06,0.5146045,15.36416, ,0
3347,21,54.7,FastTapIn,0.08,0.2403914,-13.71066, ,0
3348,21,54.72,FastTapIn,0.09999999,0.3468592,5.323391, ,0
3349,21,54.74,FastTapIn,0.12,0.03976784,-15.35457, ,0
3350,21,54.76,FastTapIn,0.14,0.02590512,-0.693136, ,0
3351,21,54.78,FastTapIn,0.16,0.1083509,4.122286, ,0
3352,21,54.8,FastTapIn,0.18,0.02473076,-4.181005, ,0
3515,22,59.44,FastTapIn,0.0,0.8384171,22.09365, ,0
3516,22,59.46,FastTapIn,0.02,0.3854849,-22.64661, ,0
3517,22,59.48,FastTapIn,0.04,0.4542996,3.440735, ,0
3518,22,59.5,FastTapIn,0.06,0.1775692,-13.83652, ,0
3519,22,59.52,FastTapIn,0.08,0.1851044,0.3767632, ,0
3520,22,59.54,FastTapIn,0.09999999,0.36382,8.935776, ,0
3521,22,59.56,FastTapIn,0.12,0.04190743,-16.09563, ,0
3522,22,59.58,FastTapIn,0.14,0.1139873,3.603992, ,0
3523,22,59.6,FastTapIn,0.16,0.043984,-3.500164, ,0
3524,22,59.62,FastTapIn,0.18,0.1138354,3.492571, ,0
3525,22,59.64,FastTapIn,0.2,0.02411159,-4.486191, ,0
3707,23,87.22,FastTapIn,0.0,0.818809,18.84551, ,0
3708,23,87.24,FastTapIn,0.02,0.4265018,-19.61536, ,0
3709,23,87.25999,FastTapIn,0.04,0.0,-21.32509, ,0
3710,23,87.28,FastTapIn,0.06,0.9382027,46.91014, ,0
3711,23,87.3,FastTapIn,0.08,0.2281934,-35.50047, ,0
3712,23,87.32,FastTapIn,0.09999999,0.2870969,2.945176, ,0
3713,23,87.34,FastTapIn,0.12,0.1719636,-5.756668, ,0
3714,23,87.36,FastTapIn,0.14,0.1826986,0.5367517, ,0
3715,23,87.38,FastTapIn,0.16,0.04801093,-6.734384, ,0
3891,24,92.04,FastTapIn,0.0,0.5891699,12.27137, ,0
3892,24,92.06,FastTapIn,0.02,0.2387437,-17.52131, ,0
3893,24,92.07999,FastTapIn,0.04,0.402642,8.194917, ,0
3894,24,92.1,FastTapIn,0.06,0.1893955,-10.66233, ,0
3895,24,92.12,FastTapIn,0.08,0.2785411,4.45728, ,0
3896,24,92.14,FastTapIn,0.09999999,0.1434484,-6.754634, ,0
3897,24,92.16,FastTapIn,0.12,0.1458205,0.118605, ,0
3898,24,92.18,FastTapIn,0.14,0.06847468,-3.86729, ,0
3899,24,92.2,FastTapIn,0.16,0.0773448,0.4435059, ,0
3900,24,92.22,FastTapIn,0.18,0.1219927,2.232395, ,0
3901,24,92.24,FastTapIn,0.2,0.03589087,-4.305091, ,0
3902,24,92.25999,FastTapIn,0.22,0.1299673,4.703824, ,0
3903,24,92.28,FastTapIn,0.24,0.04456484,-4.270125, ,0
4063,25,96.84,FastTapIn,0.0,0.7722104,12.54337, ,0
4064,25,96.86,FastTapIn,0.02,0.310951,-23.06297, ,0
4065,25,96.88,FastTapIn,0.04,0.3826151,3.583206, ,0
4066,25,96.9,FastTapIn,0.06,0.4531484,3.526664, ,0
4067,25,96.92,FastTapIn,0.08,0.145202,-15.39732, ,0
4068,25,96.93999,FastTapIn,0.09999999,0.0224566,-6.137271, ,0
4069,25,96.96,FastTapIn,0.12,0.02012515,-0.1165727, ,0
4070,25,96.98,FastTapIn,0.14,0.1711317,7.550325, ,0
4071,25,97.0,FastTapIn,0.16,0.07697,-4.708083, ,0
4236,26,101.64,FastTapIn,0.0,0.4882466,-26.83921, ,0
4237,26,101.66,FastTapIn,0.02,0.6671895,8.947146, ,0
4238,26,101.68,FastTapIn,0.04,0.155222,-25.59838, ,0
4239,26,101.7,FastTapIn,0.06,0.4275751,13.61765, ,0
4240,26,101.72,FastTapIn,0.08,0.2154333,-10.60709, ,0
4241,26,101.74,FastTapIn,0.09999999,0.1514275,-3.20029, ,0
4242,26,101.76,FastTapIn,0.12,0.05641581,-4.750586, ,0
4243,26,101.78,FastTapIn,0.14,0.04842986,-0.3992973, ,0
4244,26,101.8,FastTapIn,0.16,0.1389522,4.526118, ,0
4245,26,101.82,FastTapIn,0.18,0.0247282,-5.711201, ,0
4246,26,101.84,FastTapIn,0.2,0.1214042,4.833799, ,0
4247,26,101.86,FastTapIn,0.22,0.1125518,-0.4426193, ,0
4248,26,101.88,FastTapIn,0.24,0.09979899,-0.6376404, ,0
4249,26,101.9,FastTapIn,0.26,0.01560717,-4.209591, ,0
4409,27,106.26,FastTapIn,0.0,0.2752825,-32.28856, ,0
4410,27,106.28,FastTapIn,0.02,0.574874,14.97958, ,0
4411,27,106.3,FastTapIn,0.04,0.2124805,-18.11968, ,0
4412,27,106.32,FastTapIn,0.06,0.2645677,2.604359, ,0
4413,27,106.34,FastTapIn,0.08,0.3859727,6.070253, ,0
4414,27,106.36,FastTapIn,0.09999999,0.2038923,-9.104021, ,0
4415,27,106.38,FastTapIn,0.12,0.1889288,-0.7481784, ,0
4416,27,106.4,FastTapIn,0.14,0.04615048,-7.138914, ,0
4417,27,106.42,FastTapIn,0.16,0.151755,5.280228, ,0
4418,27,106.44,FastTapIn,0.18,0.08575559,-3.299972, ,0
4582,28,110.98,FastTapIn,0.0,0.6022872,-27.47656, ,0
4583,28,111.0,FastTapIn,0.02,0.8451715,12.14421, ,0
4584,28,111.02,FastTapIn,0.04,0.3908657,-22.71529, ,0
4585,28,111.04,FastTapIn,0.06,0.1626496,-11.4108, ,0
4753,29,115.58,FastTapIn,0.0,0.9904242,23.02781, ,0
4754,29,115.6,FastTapIn,0.02,0.3433472,-32.35385, ,0
4755,29,115.62,FastTapIn,0.04,0.2704239,-3.646165, ,0
4756,29,115.64,FastTapIn,0.06,0.3863679,5.7972, ,0
4757,29,115.66,FastTapIn,0.08,0.1626755,-11.18462, ,0
4758,29,115.68,FastTapIn,0.09999999,0.3517413,9.453289, ,0
4759,29,115.7,FastTapIn,0.12,0.0853754,-13.3183, ,0
4760,29,115.72,FastTapIn,0.14,0.1469135,3.076904, ,0
4761,29,115.74,FastTapIn,0.16,0.08126409,-3.28247, ,0
4762,29,115.76,FastTapIn,0.18,0.1139567,1.634632, ,0
4763,29,115.78,FastTapIn,0.2,0.01765454,-4.81511, ,0
4764,29,115.8,FastTapIn,0.22,0.02993734,0.6141396, ,0
4765,29,115.82,FastTapIn,0.24,0.118879,4.447082, ,0
4930,30,120.36,FastTapIn,0.0,1.739895,39.01701, ,0
4931,30,120.38,FastTapIn,0.02,0.6815748,-52.91603, ,0
4932,30,120.4,FastTapIn,0.04,1.064198,19.13118, ,0
4933,30,120.42,FastTapIn,0.06,0.3480086,-35.80949, ,0
4934,30,120.44,FastTapIn,0.08,0.2011202,-7.344418, ,0
4935,30,120.46,FastTapIn,0.09999999,0.0369916,-8.20643, ,0
4936,30,120.48,FastTapIn,0.12,0.1311494,4.707889, ,0
4937,30,120.5,FastTapIn,0.14,0.06264579,-3.425179, ,0
5106,31,125.04,FastTapIn,0.0,0.4804784,-15.93662, ,0
5107,31,125.06,FastTapIn,0.02,0.8968547,20.81882, ,0
5108,31,125.08,FastTapIn,0.04,0.3679414,-26.44566, ,0
5109,31,125.1,FastTapIn,0.06,0.4316227,3.184061, ,0
5110,31,125.12,FastTapIn,0.08,0.5962297,8.230351, ,0
5111,31,125.14,FastTapIn,0.09999999,0.2676874,-16.42711, ,0
5112,31,125.16,FastTapIn,0.12,0.3375797,3.494617, ,0
5113,31,125.18,FastTapIn,0.14,0.05896226,-13.93087, ,0
5279,32,129.68,FastTapIn,0.0,0.6815937,-32.10524, ,0
5280,32,129.7,FastTapIn,0.02,0.9981592,15.82827, ,0
5281,32,129.72,FastTapIn,0.04,0.3908356,-30.36618, ,0
5282,32,129.74,FastTapIn,0.06,0.4271369,1.815064, ,0
5283,32,129.76,FastTapIn,0.08,0.117548,-15.47944, ,0
5284,32,129.78,FastTapIn,0.09999999,0.2084554,4.545365, ,0
5285,32,129.8,FastTapIn,0.12,0.0611599,-7.364773, ,0
5286,32,129.82,FastTapIn,0.14,0.006351679,-2.740411, ,0
5287,32,129.84,FastTapIn,0.16,0.08545221,3.955026, ,0
5288,32,129.86,FastTapIn,0.18,0.08446126,-0.04954711, ,0
5289,32,129.88,FastTapIn,0.2,0.1387426,2.714066, ,0
5290,32,129.9,FastTapIn,0.22,0.02289995,-5.792132, ,0
5471,35,16.68,FastTapIn,0.0,0.4589105,8.690116, ,0
5472,35,16.7,FastTapIn,0.02,0.244782,-10.70642, ,0
5473,35,16.72,FastTapIn,0.04,0.3645785,5.989824, ,0
5474,35,16.74,FastTapIn,0.06,0.2178258,-7.337635, ,0
5475,35,16.76,FastTapIn,0.08,0.2193248,0.07495061, ,0
5476,35,16.78,FastTapIn,0.09999999,0.3321921,5.643366, ,0
5477,35,16.8,FastTapIn,0.12,0.08037966,-12.59062, ,0
5478,35,16.82,FastTapIn,0.14,0.1507142,3.516728, ,0
5479,35,16.84,FastTapIn,0.16,0.06254341,-4.408541, ,0
5655,36,21.28,FastTapIn,0.0,0.484879,-44.80222, ,0
5656,36,21.3,FastTapIn,0.02,1.008923,26.2022, ,0
5657,36,21.32,FastTapIn,0.04,0.4674827,-27.07201, ,0
5658,36,21.34,FastTapIn,0.06,0.5254573,2.898732, ,0
5659,36,21.36,FastTapIn,0.08,0.5206875,-0.2384931, ,0
5660,36,21.38,FastTapIn,0.09999999,0.2109744,-15.48565, ,0
5661,36,21.4,FastTapIn,0.12,0.2466787,1.785215, ,0
5662,36,21.42,FastTapIn,0.14,0.07353965,-8.656955, ,0
5663,36,21.44,FastTapIn,0.16,0.2361307,8.129553, ,0
5664,36,21.46,FastTapIn,0.18,0.04809325,-9.401873, ,0
5665,36,21.48,FastTapIn,0.2,0.07089634,1.140155, ,0
5666,36,21.5,FastTapIn,0.22,0.1455003,3.730199, ,0
5667,36,21.52,FastTapIn,0.24,0.06989362,-3.780335, ,0
5668,36,21.54,FastTapIn,0.26,0.1376072,3.385679, ,0
5669,36,21.56,FastTapIn,0.28,0.09196113,-2.282304, ,0
5670,36,21.58,FastTapIn,0.3,0.1246773,1.635809, ,0
5671,36,21.6,FastTapIn,0.32,0.01303665,-5.582033, ,0
5672,36,21.62,FastTapIn,0.34,0.08922772,3.809554, ,0
5870,39,27.4,FastTapIn,0.0,0.3922861,3.231698, ,0
5871,39,27.42,FastTapIn,0.02,0.1834103,-10.44379, ,0
5872,39,27.44,FastTapIn,0.04,0.3596081,8.809891, ,0
5873,39,27.46,FastTapIn,0.06,0.2238802,-6.786396, ,0
5874,39,27.48,FastTapIn,0.08,0.2174877,-0.3196232, ,0
5875,39,27.5,FastTapIn,0.09999999,0.2788433,3.067777, ,0
5876,39,27.52,FastTapIn,0.12,0.0733871,-10.27281, ,0
5877,39,27.54,FastTapIn,0.14,0.1715401,4.90765, ,0
5878,39,27.56,FastTapIn,0.16,0.08998231,-4.07789, ,0
5879,39,27.58,FastTapIn,0.18,0.1856156,4.781667, ,0
5880,39,27.6,FastTapIn,0.2,0.1267978,-2.94089, ,0
5881,39,27.62,FastTapIn,0.22,0.11309,-0.6853942, ,0
5882,39,27.64,FastTapIn,0.24,0.2239336,5.542184, ,0
5883,39,27.66,FastTapIn,0.26,0.09050167,-6.671598, ,0
5884,39,27.68,FastTapIn,0.28,0.08393621,-0.3282733, ,0
5885,39,27.7,FastTapIn,0.3,0.02439957,-2.976832, ,0
5886,39,27.72,FastTapIn,0.32,0.1013394,3.84699, ,0
6047,40,31.98,FastTapIn,0.0,0.4334233,12.64934, ,0
6048,40,32.0,FastTapIn,0.02,0.212263,-11.05801, ,0
6049,40,32.02,FastTapIn,0.04,0.3226492,5.51931, ,0
6050,40,32.04,FastTapIn,0.06,0.1010034,-11.08229, ,0
6051,40,32.06,FastTapIn,0.08,0.1085984,0.3797528, ,0
6052,40,32.08,FastTapIn,0.09999999,0.2462487,6.882514, ,0
6053,40,32.1,FastTapIn,0.12,0.1374434,-5.440264, ,0
6054,40,32.12,FastTapIn,0.14,0.2622994,6.242796, ,0
6055,40,32.14,FastTapIn,0.16,0.1504096,-5.594488, ,0
6056,40,32.16,FastTapIn,0.18,0.3434257,9.650805, ,0
6057,40,32.18,FastTapIn,0.2,0.1299025,-10.67616, ,0
6226,41,36.62,FastTapIn,0.0,0.4469811,10.49208, ,0
6227,41,36.64,FastTapIn,0.02,0.2452406,-10.08703, ,0
6228,41,36.66,FastTapIn,0.04,0.5262799,14.05196, ,0
6229,41,36.68,FastTapIn,0.06,0.2140743,-15.61028, ,0
6230,41,36.7,FastTapIn,0.08,0.2648836,2.540464, ,0
6231,41,36.72,FastTapIn,0.09999999,0.1568781,-5.400273, ,0
6232,41,36.74,FastTapIn,0.12,0.2049972,2.405957, ,0
6233,41,36.76,FastTapIn,0.14,0.08847174,-5.826275, ,0
6234,41,36.78,FastTapIn,0.16,0.06106454,-1.37036, ,0
6235,41,36.8,FastTapIn,0.18,0.1311338,3.50346, ,0
6236,41,36.82,FastTapIn,0.2,0.04330553,-4.391411, ,0
6237,41,36.84,FastTapIn,0.22,0.1110504,3.387245, ,0
6238,41,36.86,FastTapIn,0.24,0.03990676,-3.557184, ,0
6405,42,41.0,FastTapIn,0.0,0.7321248,15.89073, ,0
6406,42,41.02,FastTapIn,0.02,0.3049911,-21.35669, ,0
6407,42,41.04,FastTapIn,0.04,0.2564884,-2.425137, ,0
6408,42,41.06,FastTapIn,0.06,0.6900151,21.67634, ,0
6409,42,41.08,FastTapIn,0.08,0.2213317,-23.43417, ,0
6410,42,41.1,FastTapIn,0.09999999,0.2657647,2.221645, ,0
6411,42,41.12,FastTapIn,0.12,0.1465706,-5.959703, ,0
6412,42,41.14,FastTapIn,0.14,0.1633736,0.8401513, ,0
6413,42,41.16,FastTapIn,0.16,0.1006591,-3.135725, ,0
6414,42,41.18,FastTapIn,0.18,0.06259759,-1.903077, ,0
6415,42,41.2,FastTapIn,0.2,0.1862612,6.183182, ,0
6416,42,41.22,FastTapIn,0.22,0.05750323,-6.4379, ,0
6417,42,41.24,FastTapIn,0.24,0.120774,3.163539, ,0
6418,42,41.26,FastTapIn,0.26,0.02862477,-4.607462, ,0
6583,43,45.34,FastTapIn,0.0,0.3685693,-15.53873, ,0
6584,43,45.36,FastTapIn,0.02,0.5841491,10.77899, ,0
6585,43,45.38,FastTapIn,0.04,0.2096339,-18.72576, ,0
6586,43,45.4,FastTapIn,0.06,0.3940374,9.220174, ,0
6587,43,45.42,FastTapIn,0.08,0.253745,-7.014616, ,0
6588,43,45.44,FastTapIn,0.09999999,0.1413565,-5.619427, ,0
6589,43,45.46,FastTapIn,0.12,0.2008051,2.972429, ,0
6590,43,45.48,FastTapIn,0.14,0.09847047,-5.116732, ,0
